User_ID,Car cancellations
22879,0
22880,0
19619,0
22930,0
22882,1
22786,0
22883,0
21282,0
22884,0
22888,0
16504,0
22889,0
17900,0
22890,0
22891,0
22892,0
12708,0
22895,0
22896,0
22897,0
14488,0
22849,0
18343,0
21305,0
1870,0
6412,0
22902,0
22903,0
21435,0
17043,1
22904,0
25035,0
22907,0
22908,0
14838,0
22909,0
868,0
22590,0
22910,0
22911,1
22883,0
22913,0
22912,0
22426,0
22914,0
22793,0
33022,0
22915,0
22916,0
22601,0
16346,0
16346,0
21643,0
22918,0
35673,0
22920,0
22921,0
867,0
21849,0
22922,0
22923,0
22924,0
22695,0
22926,0
15442,0
22927,0
22928,0
15265,0
20432,0
22929,0
19545,0
22930,0
22931,0
22932,0
22934,0
21029,0
74,0
22936,0
21756,0
12750,0
21678,0
22937,0
22937,0
18629,0
22938,0
4345,0
22939,0
22940,0
22942,0
22943,0
22944,0
22945,0
21643,0
22947,0
16526,0
16526,0
22948,0
22949,0
22950,0
22951,0
18591,0
19420,0
1256,0
22953,0
22953,0
22859,0
22955,0
22956,0
22959,0
2033,0
22960,0
22961,0
22962,0
22963,0
2033,0
22964,0
12934,0
22965,1
22967,0
22968,0
22969,0
22970,0
1135,0
22972,0
12632,0
30976,0
22973,0
22974,1
22975,0
21626,0
16614,0
21755,0
20471,0
9616,0
22977,0
22978,0
22980,0
22981,0
22982,0
22983,1
19071,0
22984,0
22985,0
15846,0
22987,0
22989,0
22990,0
7462,0
17869,0
22993,0
22994,0
22995,0
19420,0
9044,0
864,0
18509,0
16461,0
21761,1
22997,0
22998,0
22999,0
23001,0
23002,0
2033,0
19004,0
22948,0
23003,0
23004,0
23005,0
22945,0
23008,0
37878,0
23011,0
6412,0
6412,0
13929,0
13929,0
23012,0
23014,0
23013,0
12711,0
22965,0
33459,0
22608,0
18116,0
23016,0
15136,0
22955,0
23018,0
23019,0
1271,0
23020,0
1256,0
41448,0
1888,0
23021,0
20039,0
23022,0
23014,0
23023,0
23024,0
16461,0
23025,0
20570,0
23026,0
23027,0
23029,0
21756,0
1047,0
17958,0
19784,0
1808,0
23030,0
1768,0
23032,1
24394,0
23033,0
22473,0
19545,0
19619,0
23034,0
23035,0
20477,0
7561,0
41482,0
3278,0
23037,0
23037,0
23038,0
23039,1
23011,0
23040,0
1269,0
15242,0
23042,0
23043,0
27049,0
23044,0
23045,0
2602,0
2602,0
22939,0
23046,0
22454,0
22565,0
23047,0
23048,0
23049,0
23050,1
23007,0
23052,0
23053,0
23054,0
23055,0
23056,0
23057,0
23058,0
23008,0
23059,0
23061,0
23062,0
23063,0
23064,0
22893,0
3792,0
23065,0
16541,0
6412,0
6412,0
20568,0
23066,0
23068,0
23069,0
14560,0
23071,0
23071,0
23071,0
8243,0
20343,0
36036,0
17719,0
1649,0
30976,0
23073,0
16599,0
23074,0
23076,0
23075,0
1821,0
23043,0
21626,0
23077,0
24916,0
22842,0
23078,0
21143,1
21143,0
23079,0
31231,0
23080,0
17664,0
23083,0
23084,0
23085,0
23086,0
22228,0
23087,0
17162,0
23088,0
19545,1
20883,0
26222,0
23092,0
23093,0
23095,0
23096,0
17520,0
23097,0
23098,0
23100,0
18595,0
2374,0
2374,0
23101,0
23102,0
23103,0
23105,0
23107,0
17331,0
23111,0
23112,1
23113,0
15195,0
23115,0
23116,0
23117,0
34638,0
23118,0
23119,0
23120,0
23111,0
23123,0
23124,0
23125,0
21531,0
23127,0
23128,0
23129,0
27049,0
3097,0
2380,0
21756,0
31231,1
7803,0
21518,0
19545,1
20665,0
23131,0
23132,0
23133,0
23134,0
23112,0
16586,0
19348,0
20919,0
20919,0
16599,0
23136,0
23139,0
15315,0
23140,0
22774,0
23141,0
19630,0
16526,0
16526,0
23142,0
22956,0
23144,0
23145,0
17335,0
17335,0
23146,0
819,0
22236,0
21463,0
4942,0
21968,0
2858,0
23148,0
23149,0
23150,0
23151,0
22565,0
23152,0
23153,0
23151,0
23151,0
17955,0
23155,0
23155,0
23156,0
22958,0
23159,1
22454,0
23160,0
23161,1
23162,0
23163,0
23094,0
23164,0
23164,0
23164,0
23164,0
23165,0
23164,0
23164,0
23166,0
12891,0
17990,0
23167,0
23168,0
23169,0
23170,0
23171,0
23172,0
23173,0
23174,0
23175,0
23177,0
23179,0
15973,0
23180,0
23181,0
18629,0
23182,0
23182,0
23184,0
18034,0
23186,0
23187,0
23026,0
22883,0
23188,0
23189,0
23190,0
23192,0
23191,0
23193,0
23194,0
23195,0
23196,0
4300,0
20807,0
14196,0
23197,0
23198,0
23197,0
23199,0
19288,0
14257,0
23201,0
23013,0
23202,0
19252,0
20392,0
23203,0
16710,0
23205,0
23206,0
23207,0
23208,0
23209,0
23210,0
19489,0
23212,0
23213,0
23215,0
23214,1
23705,0
23216,0
22758,0
23218,0
23219,0
22035,0
23220,1
5969,0
23221,0
6412,0
23223,0
17990,1
23225,0
23227,0
16120,0
23228,0
1776,0
23263,0
20184,0
23229,0
3367,0
23230,0
22684,0
23235,0
22832,0
17712,0
23079,0
23232,0
23233,0
15800,0
16717,0
23235,1
22526,0
2033,0
23236,0
15094,0
3097,0
21323,0
4006,0
23237,0
18489,1
23238,0
23238,0
23241,0
23240,1
23241,0
14094,0
15094,0
838,0
23243,0
18777,1
23244,0
23245,0
19280,0
2554,0
23246,0
30991,1
23248,0
23249,0
14461,0
23207,0
23250,1
23251,0
1256,0
23558,0
23252,0
23254,0
23255,0
21323,0
23257,0
23259,0
7458,0
23260,0
22273,0
2624,0
23261,0
23262,0
23001,0
3057,0
23263,0
23264,0
22789,0
23265,0
9384,0
22867,0
23266,0
23267,0
23268,0
23269,1
23243,0
23270,0
22357,0
23272,0
23273,0
14094,0
22501,0
23274,1
23275,0
1818,0
13606,0
16621,0
21901,0
905,0
23276,0
23277,0
23278,0
23062,1
23279,0
28516,0
23280,0
23281,0
23282,0
21243,0
22744,0
23283,0
19714,0
23283,0
23284,0
22273,0
6412,0
1713,0
23285,0
23286,0
23287,0
14994,0
22596,0
23289,0
22596,0
23290,0
23290,0
16599,0
9447,0
14935,1
23098,0
23291,0
23293,0
23294,0
23295,0
22965,0
23296,0
5913,0
4473,0
9150,1
19548,0
23298,0
23299,0
23300,0
22827,0
23302,0
19981,0
23303,0
4006,0
23303,1
23304,0
23285,0
23285,0
23306,0
23307,0
16682,0
23309,0
23297,0
23310,0
23310,0
23313,0
23311,0
23314,0
23315,0
23316,0
23317,1
23319,0
23320,0
9829,0
23321,0
23322,0
22789,0
23323,0
20923,0
23324,0
23052,0
23325,0
20883,0
23327,0
23328,0
17844,0
23330,0
23329,0
23331,0
9370,0
23332,0
23333,0
23335,1
23336,0
23337,0
23338,0
23339,0
21659,0
22953,0
23101,0
23340,0
22956,0
23223,0
29827,0
23342,0
23343,0
2732,0
23344,0
23345,0
23346,0
22406,0
22406,0
22844,0
23347,0
21090,0
23348,0
23349,0
23350,0
32363,0
15485,0
21969,0
23352,0
16599,0
23353,0
23354,0
23355,0
23356,0
23357,0
23358,0
23246,0
23359,0
23360,0
22772,1
23141,0
21426,0
24924,0
22236,0
14094,0
23364,0
23365,0
22748,0
23333,0
23333,0
23310,0
23310,0
23366,0
23367,0
23368,0
23369,0
8507,0
8507,0
23370,0
23371,0
17694,0
23373,0
23374,0
22219,0
22219,0
23375,0
19371,0
1256,0
38878,0
23377,0
23377,0
23377,0
17694,0
23378,0
23377,0
23377,0
18939,0
23377,0
23377,0
23377,0
74,0
23377,0
23379,0
23377,1
23377,0
23381,0
23382,1
23383,0
21563,0
28405,0
20923,0
23386,0
16746,0
23387,0
23389,1
13613,0
23391,0
694,0
21463,0
22582,0
23392,0
23393,0
40297,0
23243,0
22063,0
26350,0
36036,0
23398,0
23399,0
23400,0
23402,0
23403,0
21479,0
21479,1
19545,0
23404,0
82,0
21204,0
12891,0
23406,0
2311,0
2311,0
23408,0
23410,0
23411,0
21127,0
16903,0
16541,0
23412,0
23413,0
23414,0
20570,0
23415,0
23416,0
23416,0
23417,0
23399,0
23419,0
23420,0
23421,0
23422,0
22950,0
23423,0
23424,1
20822,0
23425,0
4227,0
868,0
1256,0
21444,0
21444,0
14197,0
35673,0
22565,0
14364,0
1246,0
23427,0
22958,0
20206,0
23429,0
23430,0
23431,0
23432,0
18034,0
23421,0
21479,0
23434,0
22545,0
23014,0
23435,0
22236,0
18476,0
23436,0
23398,0
23437,0
13308,0
18935,0
23205,0
23438,0
23439,0
23441,0
23442,0
23443,0
23444,1
23445,0
23446,0
2704,0
16120,0
23448,0
23450,0
17731,0
23451,0
19619,0
23452,0
23454,0
23789,0
23397,0
21874,0
23461,0
23462,0
23462,0
23463,0
23464,0
23466,0
23467,0
2711,0
23467,0
23469,0
23467,0
23469,0
23470,0
16314,0
838,0
23472,0
23473,0
22590,0
20650,0
23473,0
23254,0
17694,0
23475,0
23476,0
21756,0
23477,0
26003,0
23348,0
23452,0
20275,0
21570,1
19124,0
26010,0
23246,0
23480,0
12849,0
23481,0
20570,0
18116,0
3134,0
23483,0
21704,0
23484,0
26283,0
22766,0
22777,0
23485,0
22454,0
23486,0
23014,0
16217,0
23488,0
23489,0
23490,0
23491,0
23492,0
23439,0
23493,0
23494,1
22270,0
23495,0
23255,0
23496,0
23496,0
23497,0
23447,0
22004,0
23500,0
23502,0
23503,0
22980,0
14197,0
23505,0
19244,0
19244,0
23020,0
19483,0
23507,0
23499,0
23508,0
23509,0
23510,0
26724,0
23511,0
23512,0
23512,0
23513,0
23514,0
23515,0
20677,0
19193,0
18046,0
23516,0
23516,0
20340,1
26283,0
14855,0
23517,0
23319,0
23518,0
23519,0
23521,0
23350,0
23205,0
23522,0
23523,0
23524,0
23525,0
23406,0
14051,0
775,0
23526,0
18310,0
23399,0
788,0
20147,0
23527,0
835,0
1008,0
113,0
2277,0
1394,0
23528,0
23528,0
23528,0
23528,0
23528,0
23529,0
23530,0
23531,1
27049,0
23532,0
23533,0
23534,0
23468,0
21761,0
18939,0
23537,0
23538,0
23539,0
23340,0
24051,0
19691,0
22695,0
20570,0
23541,0
23542,0
23544,0
23483,0
18305,0
23546,0
70,0
23547,0
23548,0
23549,0
23550,0
17467,0
23551,0
23552,0
8865,0
22882,0
23553,0
19715,0
20064,0
23555,0
23558,0
23557,0
23559,0
23515,0
23515,0
868,0
23560,0
17380,0
23561,0
25573,0
23563,0
23012,0
23090,0
23565,0
23565,0
23350,0
23565,0
23565,1
23566,0
13503,0
21727,0
23568,0
23569,0
23570,0
23254,0
23572,0
16663,0
23573,0
23581,0
23574,0
23576,0
23577,0
23580,0
23580,0
23582,0
23581,0
23580,0
23580,0
23584,0
23585,0
21305,0
9447,0
23528,0
28553,0
22270,0
23587,0
26943,0
19420,0
23348,0
41482,0
22765,0
22765,0
19124,0
22647,0
23090,0
2195,0
574,0
21756,0
22744,0
23590,0
16903,0
1868,0
20004,0
17704,1
7566,0
2195,0
23592,0
23594,0
23595,0
23596,0
16599,0
27873,0
23597,0
23598,1
23600,0
23246,0
19280,0
23601,0
23432,0
23432,0
23432,1
23602,0
22638,0
658,0
21204,0
23604,0
14994,0
23605,0
8094,0
867,0
8094,0
17664,0
23584,0
14364,1
23609,0
23610,0
21050,0
23611,0
4154,0
23612,0
16163,0
23613,0
20016,0
23613,0
23613,0
5435,0
23705,0
23617,0
23618,0
23505,0
23620,0
23529,0
23622,0
17719,0
23623,0
23513,0
23625,0
23626,0
23627,0
23628,1
23629,0
23630,0
23369,0
23631,0
23632,1
23090,0
18034,0
18572,0
23633,1
2416,1
23634,0
23637,0
23638,0
23639,0
23641,1
23633,0
23643,0
8245,0
18993,0
16210,0
23644,0
4826,0
7386,0
3629,0
23646,0
23647,0
23648,0
23688,0
23558,0
23650,0
22789,0
23651,0
1394,0
2352,0
1394,0
16039,0
23652,0
23653,0
23654,0
23655,0
23655,0
23656,0
23657,0
23659,0
20223,0
23660,1
23660,0
23661,0
23655,0
18376,0
23662,0
23663,0
20640,0
23063,0
22473,0
23665,0
17704,0
23535,0
23666,0
23668,0
59,0
23669,0
866,0
23670,0
19619,0
23669,0
16710,0
23671,0
23090,1
23673,0
23674,0
17888,0
21592,0
23675,0
838,0
23676,0
3017,1
23678,0
23679,0
23678,0
23680,0
8908,0
23681,0
23683,0
23684,0
23685,0
23686,0
20184,0
23690,0
3367,0
19891,0
23691,0
23693,1
23694,0
868,0
19073,0
23696,0
17694,0
23698,0
41122,0
23699,0
18478,0
7500,0
23700,0
23702,0
23411,0
23701,0
23703,0
2844,0
23644,0
16621,0
23585,0
23706,0
23707,0
23708,0
41482,0
23710,0
23612,0
23711,0
3850,0
39439,0
23712,0
1870,0
4828,0
8206,0
15485,0
23713,0
17127,0
23709,0
18674,0
23657,0
22684,1
23714,0
23715,0
23716,0
23717,0
12849,0
23718,0
2126,0
23720,0
23721,0
23722,0
23723,0
23452,0
22767,0
23725,0
22428,0
23709,0
17826,0
22454,0
15537,0
127,0
23729,0
23411,0
23730,0
23542,0
22764,0
23732,0
1643,0
23733,0
23734,0
23735,0
23736,0
23737,0
23739,0
23740,0
17923,0
23722,0
23743,0
14505,0
15668,0
23744,0
23092,0
23363,0
23363,1
23746,0
22400,0
23747,0
868,0
23748,0
23748,0
16060,0
23749,0
20206,0
23750,0
21090,0
21349,0
19489,0
26003,0
15485,0
21756,0
24462,0
23755,0
9722,0
23090,0
23758,0
23759,0
23730,0
23760,0
23765,0
23766,0
23767,0
18655,0
23306,0
23768,0
23769,0
19619,0
23760,0
23770,0
23771,0
23773,0
23774,0
8945,0
23776,0
23777,0
23778,0
23780,1
20343,0
23782,0
21076,0
14364,0
23783,0
23785,0
21562,0
23440,0
1888,0
23786,0
22839,0
23788,0
23789,0
23790,1
23791,0
23792,0
23653,0
23793,0
23793,0
670,0
23795,0
3316,0
23797,0
23798,0
17664,0
36021,0
23800,0
23748,0
23801,0
23802,0
23803,0
23804,0
23805,0
23806,0
23807,0
23808,0
5761,0
23810,0
23811,0
18910,1
441,0
19633,0
19691,0
41482,0
23835,0
21768,0
14673,0
23817,0
23339,0
23819,0
23820,0
23782,0
9829,0
20650,0
1821,0
23821,0
23822,0
23823,0
23824,0
23825,0
864,0
22882,0
23826,0
23269,0
23829,0
23830,0
35459,1
23832,1
23833,0
23834,0
19170,0
23835,0
23836,0
23837,0
23838,0
19420,0
23839,0
21756,0
14407,0
23840,0
23842,0
23442,0
17061,0
22727,0
23845,0
23846,0
16599,0
23847,0
23848,0
21659,0
23839,0
23481,0
23851,0
23765,0
22767,0
23852,0
23853,0
23644,0
23854,0
23855,0
23856,0
16903,0
8919,0
23859,0
23860,0
21204,0
23488,0
22839,0
23862,0
23863,0
23865,0
23638,1
19734,0
16935,0
23866,0
23867,0
23868,0
23869,0
1256,0
16903,0
23870,0
23871,0
23872,0
23873,0
23874,0
23875,0
22454,0
23875,0
23790,0
23205,0
26797,0
23876,0
23877,0
23878,1
23879,0
23881,0
868,0
38021,0
23883,0
23884,0
704,0
19276,0
25852,0
17719,0
451,0
23887,0
23888,0
12849,0
23889,0
23890,0
23891,0
20340,0
23892,0
16935,0
23893,0
23894,0
23626,0
23023,0
3850,0
15442,0
20380,0
20311,0
1154,0
23896,0
2277,0
19715,0
22766,0
7458,0
17704,0
23897,0
23898,0
20665,0
23899,1
1117,0
23567,0
9318,0
23901,0
16929,0
18086,0
23903,0
23339,0
23782,0
23755,0
23904,0
23476,0
23345,0
21756,0
23906,0
16599,0
23907,0
9871,0
20570,0
22777,0
23875,1
21204,0
23585,0
23908,0
4227,0
24042,0
21874,0
23860,0
23908,0
23910,0
23229,0
23350,0
13096,0
14094,0
22063,0
23912,0
1135,0
838,1
21825,0
23913,0
23915,0
24042,0
868,0
868,0
16822,0
23613,0
21323,0
23917,0
23918,0
23919,0
23920,0
23502,0
23921,0
2197,0
22492,0
23922,0
565,0
23339,0
19545,0
16903,0
23923,0
22202,0
23911,0
23924,0
23925,0
23926,0
23927,0
23928,0
23929,0
23930,1
23873,0
23411,0
8919,0
23931,0
23932,0
23933,0
23791,0
23935,0
23339,0
19691,0
14368,0
15242,0
23937,0
23613,0
23938,0
23939,0
23940,1
23941,0
23942,0
18655,0
23944,0
23948,0
22758,0
23949,0
23723,0
23723,0
20822,0
23951,0
21570,0
23953,0
17734,0
23955,0
23956,0
16907,0
23844,0
19823,0
20570,0
23957,0
6304,0
22953,0
3866,0
23958,0
23960,0
2684,0
40788,0
16599,0
23962,0
23962,0
23963,0
23964,0
25167,0
19468,0
23966,0
21305,0
23968,0
23903,0
25774,0
22911,0
24916,0
22852,0
21029,0
21235,0
23970,0
23972,0
23973,0
23974,0
19301,0
3935,0
23975,0
16903,0
23976,0
23978,0
23977,0
23979,0
23020,0
23020,0
23982,0
20123,0
15079,0
12460,0
13698,0
24916,0
23983,0
23984,0
23927,0
23985,0
930,0
23987,0
23988,0
23989,0
23990,0
23991,0
28120,0
23993,0
18855,0
23994,0
34078,0
21235,0
23996,0
23997,0
